"","dateTime8601","Instrument","Action","Station","Cast","Latitude","Longitude","Comment","Cruise"
"227","2019-08-20 13:30:00+00:00","Other","start","","",41.4922,-71.4187,"Seawater flow-through incubators on","EN644"
"228","2019-08-20 15:05:22+00:00","Ship","other","","",41.4922,-71.4186,"leaving Narragansett GSO dock last line removed","EN644"
"229","2019-08-20 15:07:14+00:00","Echosounder12","start","","",41.4913,-71.4169,"start 12 KHz as leaving dock","EN644"
"230","2019-08-20 15:38:10+00:00","Underway Science seawater impeller","start","","",41.4183,-71.4148,"pump (magnetic impeller pump) on and water valves open to flow through system","EN644"
"231","2019-08-20 15:39:16+00:00","Thermosalinographs on underway impeller","start","","",41.4156,-71.4151,"pump (diaphragm pump) on and water valves open to that flow through system","EN644"
"232","2019-08-20 15:39:53+00:00","Fluorometers on underway impeller","start","","",41.4156,-71.4151,"pump (magnetic impeller pump) on and water valves open to flow through system","EN644"
"233","2019-08-20 15:40:56+00:00","UHDAS for both ADCPs","start","","",41.4129,-71.4153,"UHDAS controls the ADCP75 and ADCP300","EN644"
"234","2019-08-20 15:41:28+00:00","ADCP75","start","","",41.4102,-71.4155,"UHDAS controls the ADCP75 and ADCP300","EN644"
"235","2019-08-20 15:41:57+00:00","ADCP300","start","","",41.4102,-71.4155,"UHDAS controls the ADCP75 and ADCP300","EN644"
"236","2019-08-20 15:42:37+00:00","Underway Science seawater diaphragm pump","start","","",41.4075,-71.4157,"pump (diaphragm pump) on and water valves open to that flow through system","EN644"
"237","2019-08-20 18:14:50+00:00","IFCB continuous","start","","",41.2237,-70.9764,"","EN644"
"238","2019-08-20 18:22:50+00:00","Attune Flow Cytometer","start","","",41.2157,-70.9485,"still adjusting diaphragm flow settings but start anyways","EN644"
"239","2019-08-20 18:32:00+00:00","EIMS","start","","",41.206,-70.9173,"","EN644"
"240","2019-08-20 18:58:43+00:00","SUNAV2","onCTD","","",41.1969,-70.882,"","EN644"
"241","2019-08-20 18:59:34+00:00","SUNAV2","sync time","","",41.1969,-70.8818,"synce before C1 - 1 sec slow from yesterday","EN644"
"242","2019-08-20 19:02:39+00:00","CTD911","deploy","","1",41.1969,-70.8813,"","EN644"
"243","2019-08-20 20:07:17+00:00","Incubation C13","start","L1","1",41.1954,-70.8877,"T0 C13","EN644"
"244","2019-08-20 20:14:17+00:00","Incubation Grazing","start","L1","1",41.1945,-70.886,"","EN644"
"245","2019-08-20 20:19:00+00:00","Bongo Net","deploy","L1","B1",41.1934,-70.8845,"","EN644"
"246","2019-08-20 20:23:02+00:00","Bongo Net","recover","L1","B1",41.1922,-70.8822,"","EN644"
"247","2019-08-20 20:50:02+00:00","Incubation O2","start","L1","",41.1868,-70.8802,"","EN644"
"248","2019-08-20 20:52:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",41.1867,-70.8803,"","EN644"
"249","2019-08-20 20:52:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",41.1867,-70.8803,"","EN644"
"250","2019-08-20 21:19:32+00:00","Sting Ray","deploy towed","","1",41.1678,-70.8855,"","EN644"
"251","2019-08-20 21:20:17+00:00","Sting Ray","recover","","1",41.1667,-70.8855,"","EN644"
"252","2019-08-20 22:50:00+00:00","Sting Ray","deploy towed","between L1 and L2","2",41.0844,-70.8833,"","EN644"
"253","2019-08-20 23:30:00+00:00","SUNAV2","other","","",41.0334,-70.8841,"4way cable no good so revert back to standard ycable with manual power up prior to C2","EN644"
"254","2019-08-20 23:33:00+00:00","Sting Ray","recover","between L1 and L2","2",41.0292,-70.8837,"","EN644"
"255","2019-08-21 00:01:02+00:00","Bongo Net","deploy","L2","B2",41.0276,-70.8794,"","EN644"
"256","2019-08-21 00:10:00+00:00","Bongo Net","recover","L2","B2",41.0267,-70.8761,"","EN644"
"257","2019-08-21 00:35:13+00:00","CTD911","deploy","","2",41.0243,-70.8721,"","EN644"
"258","2019-08-21 00:48:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0238,-70.8716,"","EN644"
"259","2019-08-21 00:50:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0237,-70.8715,"","EN644"
"260","2019-08-21 01:36:17+00:00","Incubation Grazing","start","L2","2",41.0254,-70.7511,"","EN644"
"261","2019-08-21 01:37:17+00:00","Incubation C13","start","L2","2",41.0254,-70.7475,"T0 C13","EN644"
"262","2019-08-21 02:00:00+00:00","Incubation O2","start","L2","",41.0294,-70.6689,"","EN644"
"263","2019-08-21 02:02:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0298,-70.6615,"","EN644"
"264","2019-08-21 02:22:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0318,-70.7178,"","EN644"
"265","2019-08-21 02:36:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0288,-70.7681,"","EN644"
"266","2019-08-21 02:49:41+00:00","CTD911","deploy","","3",41.0308,-70.7678,"","EN644"
"267","2019-08-21 03:23:38+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0328,-70.8303,"","EN644"
"268","2019-08-21 03:39:28+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0331,-70.8876,"","EN644"
"269","2019-08-21 03:50:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0331,-70.9224,"","EN644"
"270","2019-08-21 03:55:30+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0329,-70.9433,"","EN644"
"271","2019-08-21 04:10:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0313,-70.9921,"","EN644"
"272","2019-08-21 04:23:17+00:00","CTD911","deploy","","4",41.0304,-70.9898,"","EN644"
"273","2019-08-21 05:09:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0307,-71.0631,"","EN644"
"274","2019-08-21 05:22:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",41.0312,-71.1085,"","EN644"
"275","2019-08-21 06:08:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0291,-70.9625,"","EN644"
"276","2019-08-21 06:14:00+00:00","Underway Science seawater impeller","chl discrete","","",41.0292,-70.9405,"","EN644"
"277","2019-08-21 07:38:54+00:00","CTD911","deploy","","5",40.8626,-70.8816,"","EN644"
"278","2019-08-21 08:15:02+00:00","Bongo Net","deploy","L3","B5",40.8648,-70.8748,"","EN644"
"279","2019-08-21 08:25:02+00:00","Bongo Net","recover","L3","B5",40.8676,-70.8688,"","EN644"
"280","2019-08-21 10:32:32+00:00","CTD911","deploy","","6",41.0299,-70.8827,"","EN644"
"281","2019-08-21 10:51:02+00:00","Sting Ray","deploy towed","L2-L7","3",41.0297,-70.883,"","EN644"
"282","2019-08-21 12:18:03+00:00","SUNAV2","sync time","","",40.9273,-70.8849,"half sec slow next is cast 7","EN644"
"283","2019-08-21 17:01:17+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.5576,-70.8742,"","EN644"
"284","2019-08-21 17:35:17+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.5119,-70.8733,"","EN644"
"285","2019-08-21 19:20:38+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.3659,-70.8746,"","EN644"
"286","2019-08-21 19:30:02+00:00","Incubation C13","stop","L1","1",40.3529,-70.8731,"TF C13","EN644"
"287","2019-08-21 20:04:32+00:00","Sting Ray","recover","south of L6 ","3",40.3328,-70.8801,"ran out of disk space; recovered and decided to do regular sampling at L6 (not doing up and down this go round)","EN644"
"288","2019-08-21 20:27:19+00:00","CTD911","deploy","","7",40.3594,-70.8754,"","EN644"
"289","2019-08-21 21:12:00+00:00","Bongo Net","deploy","L6","B7",40.3441,-70.875,"","EN644"
"290","2019-08-21 21:20:01+00:00","Incubation C13","start","L6","7",40.3394,-70.875,"T0 C13","EN644"
"291","2019-08-21 21:25:00+00:00","Bongo Net","recover","L6","B7",40.3378,-70.8751,"","EN644"
"292","2019-08-21 21:40:01+00:00","Incubation Grazing","start","L6","7",40.3373,-70.8815,"T0 grazing","EN644"
"293","2019-08-21 22:06:00+00:00","Incubation O2","start","L6","",40.3379,-70.8778,"T0 oxygen","EN644"
"294","2019-08-21 22:12:01+00:00","Incubation Grazing","stop","L1","1",40.3348,-70.8776,"TF grazing","EN644"
"295","2019-08-21 22:16:16+00:00","Sting Ray","deploy towed","L6","4",40.3326,-70.8783,"L6-L7","EN644"
"296","2019-08-21 22:30:01+00:00","Incubation O2","stop","L1","",40.3149,-70.8787,"","EN644"
"297","2019-08-21 23:36:01+00:00","Incubation C13","stop","L2","2",40.2342,-70.8825,"TF C13","EN644"
"298","2019-08-21 23:54:01+00:00","Sting Ray","recover","L7","4",40.2228,-70.8842,"finish of L6 to L7 tow","EN644"
"299","2019-08-22 00:03:10+00:00","CTD911","deploy","","8",40.2192,-70.8852,"","EN644"
"300","2019-08-22 00:40:01+00:00","Incubation Grazing","stop","L2","2",40.2101,-70.8857,"","EN644"
"301","2019-08-22 01:45:01+00:00","Incubation O2","stop","L2","",40.2187,-70.8754,"","EN644"
"302","2019-08-22 02:18:29+00:00","Other","other","","",40.2226,-70.8706,"Main engine restarted","EN644"
"303","2019-08-22 02:51:00+00:00","Bongo Net","deploy","L7","B8",40.2217,-70.8846,"","EN644"
"304","2019-08-22 03:05:00+00:00","Bongo Net","recover","L7","B8",40.2158,-70.8879,"","EN644"
"305","2019-08-22 04:23:52+00:00","CTD911","deploy","","9",40.1264,-70.7817,"","EN644"
"306","2019-08-22 04:55:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L8","",40.1136,-70.7777,"","EN644"
"307","2019-08-22 04:55:35+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1132,-70.7777,"","EN644"
"308","2019-08-22 05:31:01+00:00","Bongo Net","deploy","L8","B9",40.1212,-70.7736,"","EN644"
"309","2019-08-22 05:36:01+00:00","Bongo Net","recover","L8","B9",40.1194,-70.7792,"Didn't collect sample because of bad weather","EN644"
"310","2019-08-22 05:40:00+00:00","Incubation C13","stop","L4","",40.1196,-70.78,"","EN644"
"311","2019-08-22 05:59:46+00:00","Incubation Grazing","start","L8","9",40.1274,-70.788,"","EN644"
"312","2019-08-22 05:59:46+00:00","Incubation C13","start","L8","9",40.1274,-70.788,"T0 C13","EN644"
"313","2019-08-22 06:00:00+00:00","Incubation O2","start","L8","EN644_009",40.1274,-70.788,"","EN644"
"314","2019-08-22 07:39:00+00:00","Underway Science seawater impeller","chl discrete","","",40.0979,-70.7736,"","EN644"
"315","2019-08-22 07:55:00+00:00","Underway Science seawater impeller","chl discrete","","",40.0987,-70.7221,"","EN644"
"316","2019-08-22 08:22:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0986,-70.6655,"","EN644"
"317","2019-08-22 08:39:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0988,-70.7188,"","EN644"
"318","2019-08-22 08:56:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.098,-70.7702,"","EN644"
"319","2019-08-22 09:05:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",40.0981,-70.7704,"","EN644"
"320","2019-08-22 09:06:55+00:00","CTD911","deploy","","10",40.0982,-70.77,"","EN644"
"321","2019-08-22 09:30:00+00:00","Underway Science seawater impeller","chl discrete","","",40.0999,-70.7721,"","EN644"
"322","2019-08-22 09:44:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1001,-70.8187,"","EN644"
"323","2019-08-22 10:03:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0985,-70.8844,"","EN644"
"324","2019-08-22 10:18:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0978,-70.9361,"","EN644"
"325","2019-08-22 10:33:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.0982,-70.9877,"","EN644"
"326","2019-08-22 10:41:36+00:00","CTD911","deploy","","11",40.0972,-70.991,"","EN644"
"327","2019-08-22 11:37:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1016,-71.1094,"","EN644"
"328","2019-08-22 11:40:00+00:00","SUNAV2","sync time","","",40.0972,-71.1094,"approx half sec slow before  C12","EN644"
"329","2019-08-22 12:47:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","L9","",40.0953,-70.8834,"","EN644"
"330","2019-08-22 12:57:40+00:00","CTD911","deploy","","12",40.0935,-70.8875,"","EN644"
"331","2019-08-22 14:09:31+00:00","Bongo Net","deploy","L9","B12",40.0727,-70.9116,"Hit bottom; no sample","EN644"
"332","2019-08-22 14:32:01+00:00","Bongo Net","recover","L9","B12",40.0688,-70.9153,"","EN644"
"333","2019-08-22 15:07:31+00:00","Bongo Net","deploy","L9","12b",40.0949,-70.8869,"recast at L9 after htting bottom - hit bottom again","EN644"
"334","2019-08-22 15:26:01+00:00","Bongo Net","recover","L9","12b",40.0887,-70.8884,"hit bottom","EN644"
"335","2019-08-22 16:00:00+00:00","Incubation C13","start","L10","13",40.0521,-70.8865,"T0 C13","EN644"
"336","2019-08-22 16:30:00+00:00","Incubation Grazing","start","L10","13",39.9835,-70.8842,"T0 grazing","EN644"
"337","2019-08-22 16:30:00+00:00","Incubation O2","start","L10","13",39.9835,-70.8842,"","EN644"
"338","2019-08-22 16:38:00+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.9642,-70.8829,"","EN644"
"339","2019-08-22 16:55:56+00:00","CTD911","deploy","","13",39.9379,-70.8861,"","EN644"
"340","2019-08-22 17:47:01+00:00","Bongo Net","deploy","L10","B13",39.9319,-70.8849,"","EN644"
"341","2019-08-22 18:15:01+00:00","Bongo Net","recover","L10","B13",39.9255,-70.8883,"","EN644"
"342","2019-08-22 18:48:16+00:00","Other","other","","",39.9293,-70.8902,"Finish moving StingRay sled forward and trawl aft to uner the A-frame. Going to next site.","EN644"
"343","2019-08-22 19:04:49+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9397,-70.8319,"","EN644"
"344","2019-08-22 19:34:28+00:00","CTD911","deploy","","14",39.9334,-70.7751,"","EN644"
"345","2019-08-22 20:10:01+00:00","Incubation C13","stop","L6","7",39.9239,-70.7694,"TF C13","EN644"
"346","2019-08-22 20:55:38+00:00","Underway Science seawater diaphragm pump","DO discrete","","",39.8242,-70.8431,"","EN644"
"347","2019-08-22 21:59:08+00:00","CTD911","deploy","","15",39.7717,-70.7738,"","EN644"
"348","2019-08-22 21:59:46+00:00","Incubation Grazing","stop","L6","7",39.7717,-70.7738,"","EN644"
"349","2019-08-22 22:45:00+00:00","Incubation O2","stop","L6","",39.7669,-70.8117,"","EN644"
"350","2019-08-22 22:53:54+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.7687,-70.8412,"","EN644"
"351","2019-08-22 23:45:02+00:00","CTD911","deploy","","16",39.7729,-70.9874,"","EN644"
"352","2019-08-23 00:57:06+00:00","CTD911","deploy","","17",39.7723,-70.8796,"","EN644"
"353","2019-08-23 03:07:02+00:00","Bongo Net","deploy","L11","B17",39.762,-71.0547,"","EN644"
"354","2019-08-23 03:30:02+00:00","Bongo Net","recover","L11","B17",39.756,-71.0559,"","EN644"
"355","2019-08-23 03:45:02+00:00","Incubation C13","stop","L8","",39.7515,-71.0573,"","EN644"
"356","2019-08-23 03:54:47+00:00","Incubation Grazing","start","L11","17",39.7524,-71.0578,"","EN644"
"357","2019-08-23 03:55:17+00:00","Incubation C13","start","L11","17",39.755,-71.0571,"T0 C13","EN644"
"358","2019-08-23 03:55:41+00:00","Incubation O2","start","L11","",39.755,-71.0571,"","EN644"
"359","2019-08-23 04:51:47+00:00","RMT10 Midwater Trawl (Tucker-style)","deploy","d11b","1",39.7915,-71.0462,"1000m depth goal. ~1400mwo. 30m/min down; 15m/min up. Sample labels say L11.","EN644"
"360","2019-08-23 04:57:46+00:00","SUNAV2","sync time","","",39.7907,-71.0491,"half sec slow next is cast 17","EN644"
"361","2019-08-23 05:45:02+00:00","Incubation Grazing","stop","L8","",39.7838,-71.0708,"","EN644"
"362","2019-08-23 05:45:02+00:00","Incubation O2","stop","L8","",39.7838,-71.0708,"","EN644"
"363","2019-08-23 06:52:17+00:00","Underway Science seawater diaphragm pump","other","","",39.7741,-71.1042,"turn flow up from 30 to 38. Rachel noticed yesterday flow was less compared to start of cruise","EN644"
"364","2019-08-23 07:10:00+00:00","RMT10 Midwater Trawl (Tucker-style)","recover","d11b","1",39.7723,-71.1115,"","EN644"
"365","2019-08-23 08:14:17+00:00","Sting Ray","deploy towed","d11b","5",39.7942,-71.0619,"deep cast, slow tow","EN644"
"366","2019-08-23 09:16:47+00:00","Sting Ray","recover","d11b","5",39.7934,-71.0721,"","EN644"
"367","2019-08-23 09:32:00+00:00","Underway Science seawater impeller","chl discrete","","",39.7927,-71.0745,"","EN644"
"368","2019-08-23 09:33:02+00:00","Sting Ray","deploy towed","L11","6",39.7925,-71.0751,"","EN644"
"369","2019-08-23 13:14:00+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",39.9696,-70.8791,"","EN644"
"370","2019-08-23 15:14:02+00:00","Sting Ray","recover","L9","6",40.1119,-70.8792,"","EN644"
"371","2019-08-23 15:45:03+00:00","CTD911","deploy","","18",40.1047,-70.8826,"","EN644"
"372","2019-08-23 16:15:02+00:00","Bongo Net","deploy","L9","B18",40.1152,-70.8848,"3rd attempt to not hit the bottom and get a sample here (success!); 157mwo max  1.5kts thru the water","EN644"
"373","2019-08-23 16:18:05+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.1166,-70.8851,"","EN644"
"374","2019-08-23 16:30:02+00:00","Bongo Net","recover","L9","B18",40.1223,-70.886,"","EN644"
"375","2019-08-23 16:50:32+00:00","Sting Ray","deploy towed","L9","7",40.1341,-70.8867,"","EN644"
"376","2019-08-23 17:34:00+00:00","Incubation C13","stop","L10","13",40.1846,-70.8826,"TF C13","EN644"
"377","2019-08-23 18:04:43+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2244,-70.8797,"","EN644"
"378","2019-08-23 18:31:16+00:00","Underway Science seawater diaphragm pump","TOI discrete","","",40.2576,-70.8818,"","EN644"
"379","2019-08-23 18:50:00+00:00","Incubation O2","stop","L10","",40.2823,-70.8845,"","EN644"
"380","2019-08-23 18:50:02+00:00","Incubation Grazing","stop","L10","",40.2836,-70.8847,"TF grazing","EN644"
"381","2019-08-23 19:43:32+00:00","Sting Ray","recover","L6","7",40.3549,-70.8848,"","EN644"
"382","2019-08-23 21:03:44+00:00","Underway Science seawater diaphragm pump","TOI discrete","u6b","",40.3631,-70.6473,"u6b waypoint turnaround","EN644"
